1	20
1	17
1	15
1	15
1	17
1	15
1	17
21	183
1	17
1	15
1	17
1	15
1	17
1	17
1	17
1	15
1	15
23	183
18	155
1	15
1	15
2	26
1	17
1	15
1	17
1	15
3	34
1	15
1	17
1	17
1	17
1	15
1	17
1	15
1	15
1	15
1	17
1	17
1	15
1	17
1	17
1	15
20	171
1	15
1	15
1	15
1	15
1	17
1	15
1	15
4	34
1	15
1	17
1	19
0	14
1	15
1	17
1	17
6	57
37	265
1	15
1	17
1	17
1	15
1	15
1	17
2	25
1	17
1	15
1	17
1	15
1	17
1	17
1	17
1	19
1	17
1	17
1	17
1	15
17	79
1	15
1	17
1	15
1	15
1	17
1	17
1	17
2	26
1	15
1	15
1	15
2	26
1	15
1	15
1	15
13	63
1	17
1	15
1	15
1	15
1	17
1	15
1	17
1	17
1	17
1	17
1	17
1	15
1	17
1	17
1	17
1	17
5	35
1	15
1	17
1	15
1	15
1	17
32	254
1	15
1	17
24	198
1	17
1	15
1	15
1	17
21	179
1	15
1	17
1	17
1	17
1	15
1	15
1	15
4	27
1	15
1	17
1	15
1	17
1	17
1	15
1	17
1	17
1	15
1	15
2	22
1	15
1	17
1	17
1	15
201	1614
1	17
27	215
1	15
1	15
1	15
1	17
17	147
1	17
1	17
1	17
1	15
1	15
1	17
1	15
1	17
1	15
1	17
1	17
1	15
1	17
1	17
1	17
1	17
1	15
2	26
13	63
1	15
1	17
1	17
1	17
1	15
1	15
1	15
40	171
1	17
1	17
21	179
1	17
1	17
1	15
16	75
1	17
1	17
1	15
1	17
11	98
1	17
1	17
20	91
1	15
1	15
1	15
1	17
13	114
1	15
1	17
2	22
1	17
1	17
21	179
1	15
1	15
1	15
21	179
1	17
1	15
1	17
10	86
1	15
1	16
1	17
1	15
1	17
1	17
1	15
1	17
26	207
26	207
1	17
1	17
40	171
1	17
1	17
1	17
1	15
1	15
2	22
1	15
2	22
1	17
1	17
1	15
1	15
1	15
1	15
1	15
1	15
9	47
13	63
1	15
25	211
1	15
1	17
1	17
1	17
12	59
1	15
1	15
1	17
1	15
10	51
1	15
1	17
1	15
1	17
1	15
1	17
1	15
1	15
2	26
1	17
1	15
1	17
1	17
3	23
1	15
1	15
34	276
1	15
1	15
1	17
1	15
1	15
1	15
1	15
1	17
4	34
1	17
1	16
1	15
1	15
1	17
1	17
1	15
1	15
20	165
1	17
1	17
1	15
1	17
1	15
2	26
1	17
1	17
1	15
1	15
1	17
1	15
1	17
1	15
1	17
7	67
1	17
1	17
2	26
4	34
1	15
1	15
1	17
1	17
1	17
1	15
1	15
1	15
1	15
1	17
1	15
0	14
1	17
1	17
1	15
1	17
1	17
1	15
1	15
1	15
1	15
1	15
1	16
1	17
30	243
1	15
1	17
1	15
1	17
21	167
1	17
1	17
1	15
3	34
1	17
1	17
1	17
1	15
2	26
1	15
2	26
1	17
1	17
1	15
1	15
1	17
8	43
1	17
1	15
1	17
1	17
1	15
1	17
1	15
2	26
1	15
1	17
1	17
1	15
2	26
1	15
1	15
1	17
1	15
1	15
1	15
1	17
1	17
1	15
1	15
1	17
1	17
1	17
1	17
1	15
1	15
1	17
1	15
7	39
1	15
1	17
1	15
1	17
1	17
1	15
1	15
1	15
1	17
1	15
1	17
1	15
1	17
1	17
1	17
1	17
13	114
1	15
1	17
1	15
1	15
1	15
1	15
1	15
1	15
2	26
1	17
1	17
1	17
1	17
1	17
10	90
1	17
1	17
1	17
1	17
201	1614
1	15
1	17
1	17
1	17
1	15
1	17
5	51
1	15
1	17
1	15
1	15
1	15
1	17
1	15
1	15
2	26
2	22
1	15
21	179
1	17
1	15
1	15
1	15
4	34
1	15
1	17
1	17
3	34
1	17
1	15
1	15
1	17
1	15
1	17
1	15
1	17
1	17
1	17
1	17
1	17
1	17
1	17
1	15
1	17
1	15
1	17
1	15
25	111
1	17
1	17
1	17
1	17
1	17
1	17
1	15
40	320
13	110
1	17
1	15
1	17
1	17
1	15
1	17
2	22
1	15
1	15
4	34
1	15
8	43
1	15
1	15
52	431
1	15
1	15
1	17
1	17
20	171
1	17
1	17
201	1614
1	17
2	26
1	15
1	15
1	15
1	15
1	17
1	17
2	26
1	15
1	17
1	17
1	17
1	17
1	17
1	15
1	15
1	17
1	17
1	17
1	15
1	17
1	15
1	15
1	17
1	15
1	15
1	17
1	15
1	15
1	15
1	17
1	17
1	15
1	15
1	15
1	17
1	15
1	15
1	15
1	17
1	17
1	17
13	114
1	17
1	15
1	15
1	17
28	228
1	17
1	17
1	15
1	15
1	17
1	17
1	17
1	15
1	15
1	17
4	27
1	17
15	71
1	17
25	211
9	47
1	17
1	17
1	17
1	17
1	17
1	15
1	17
1	15
1	17
1	15
1	17
2	26
1	17
10	90
1	15
1	17
1	17
1	15
1	17
1	15
1	15
1	15
1	15
1	15
1	15
1	17
1	17
1	15
1	15
1	15
1	17
1	17
22	182
1	15
1	17
1	15
1	15
1	15
1	17
1	17
1	17
1	17
2	26
1	15
1	17
1	17
1	17
1	17
1	17
2	26
1	15
22	187
1	15
1	15
1	17
1	15
1	17
1	17
11	98
1	17
1	15
1	15
1	17
1	15
23	195
1	17
1	15
1	17
1	15
1	17
1	15
1	17
1	15
1	15
1	17
1	17
1	15
1	17
1	17
1	15
1	17
0	14
1	15
1	15
1	15
1	15
2	22
1	17
1	15
1	17
1	15
1	15
1	15
1	15
1	15
1	15
1	15
1	17
1	17
1	17
1	15
1	17
1	15
1	15
1	17
1	17
1	17
1	15
1	17
9	47
4	34
1	17
1	15
1	17
1	17
1	15
1	15
1	15
1	15
1	15
1	17
1	17
1	15
1	15
32	259
2	22
2	26
1	17
232	1175
1	17
4	34
1	15
1	15
1	17
17	79
1	17
1	17
1	15
1	15
1	17
201	1614
1	17
1	17
4	34
1	17
1	17
1	17
1	15
1	15
1	15
1	15
1	15
1	15
1	17
1	15
1	15
1	15
1	17
1	15
1	17
2	22
1	15
12	59
