0	10
1	16
2	24
3	31
4	33
5	39
6	48
7	52
8	60
9	66
10	79
11	80
12	66
13	88
14	122
15	91
16	86
17	128
18	136
19	162
20	131
21	177
22	165
23	192
24	199
25	202
26	201
27	216
28	227
29	234
30	243
31	253
32	259
33	264
34	273
35	279
36	287
37	260
38	306
39	327
40	282
42	334
44	375
45	378
46	380
47	402
48	388
50	413
52	419
54	448
60	490
65	443
66	460
71	497
73	511
75	528
76	545
81	592
108	819
129	1005
137	1070
174	1382
201	1614
208	1673
214	1613
232	1175
249	2029
400	3223
715	5711
