2	23
1	15
1	18
1	18
26	207
35	278
2	27
1	18
201	1614
1	18
1	18
1	15
1	18
1	15
1	18
1	18
1	15
1	15
1	18
201	1614
1	15
1	18
1	18
1	15
1	18
1	21
1	15
1	18
1	18
1	18
1	18
1	18
1	18
1	15
1	18
1	18
1	18
1	15
2	27
1	15
1	15
40	171
1	15
1	15
10	87
1	15
1	15
1	15
1	18
1	18
1	18
1	15
1	18
1	15
1	15
1	15
2	27
1	18
1	15
1	18
1	18
1	18
13	115
1	18
1	15
11	55
21	179
1	15
4	35
24	203
1	15
1	18
1	18
1	15
1	18
4	35
1	18
1	15
1	15
1	18
1	15
1	15
1	15
1	18
1	18
13	63
1	18
1	18
24	198
2	26
1	18
1	15
1	18
1	15
1	15
1	15
2	19
1	15
2	19
1	18
1	18
10	90
1	18
1	18
2	27
2	23
1	18
1	15
2	27
11	98
32	256
1	15
1	18
1	15
1	15
1	15
1	18
1	18
1	18
1	15
1	15
1	15
40	320
1	15
1	18
22	187
1	18
1	15
1	18
1	15
7	66
1	15
27	215
1	15
1	18
1	18
1	15
1	15
2	23
1	15
1	18
1	15
1	15
1	15
1	18
0	14
1	18
1	18
1	15
1	18
1	18
10	51
1	15
1	15
11	53
1	18
1	15
1	18
1	15
1	18
1	18
1	18
1	18
8	75
1	18
1	15
1	15
1	15
1	15
1	18
1	15
1	18
1	18
1	15
1	18
1	15
4	35
9	83
1	18
1	18
1	18
1	18
1	15
1	18
1	15
22	187
201	1614
1	15
1	15
1	18
1	15
1	18
1	18
1	18
1	18
1	18
4	35
9	82
1	15
2	27
1	16
4	35
13	115
4	35
1	15
1	18
1	18
1	18
1	15
1	18
1	15
1	18
1	18
1	15
4	35
1	15
1	15
1	15
1	15
1	18
6	55
23	190
1	15
1	18
1	18
1	15
1	15
1	15
1	15
1	15
1	18
1	18
1	18
1	15
1	15
1	15
1	15
1	15
1	15
1	15
1	18
1	18
23	195
1	15
1	18
1	15
1	15
1	15
1	18
1	15
0	14
10	90
1	15
1	15
1	18
1	15
1	15
1	15
1	15
1	15
3	35
1	18
1	15
1	15
1	18
1	15
1	15
1	15
1	18
1	18
1	18
1	18
1	18
1	15
1	18
1	15
1	15
1	15
1	18
1	18
1	15
1	15
1	15
1	18
22	187
1	15
1	18
1	15
1	18
1	15
1	18
1	18
1	15
1	18
1	18
1	18
1	18
1	18
1	18
17	138
1	15
1	18
1	15
2	23
1	15
1	15
1	15
11	53
1	18
1	15
1	18
1	18
18	155
4	35
1	15
1	18
2	26
1	18
1	18
1	18
1	18
1	19
1	18
1	15
21	179
21	179
1	15
1	18
1	18
21	179
28	234
1	18
1	18
2	26
1	15
1	15
1	18
1	15
1	18
1	18
1	15
1	15
1	15
1	18
40	320
1	18
1	18
1	18
1	15
1	18
2	26
1	18
1	15
1	18
1	18
1	18
1	18
1	15
1	18
1	18
1	18
1	15
1	18
1	15
1	18
1	15
1	15
1	18
1	18
1	18
1	15
1	18
1	15
1	18
17	147
1	15
22	186
1	18
1	18
1	15
1	18
1	15
3	34
1	15
1	15
1	18
1	18
1	15
1	15
1	18
1	15
1	18
40	171
1	18
1	15
1	15
1	18
1	18
1	18
1	18
1	18
1	18
1	18
1	15
1	15
1	18
32	261
2	27
1	18
1	18
1	18
1	15
201	1614
1	18
1	15
1	15
1	18
8	75
1	15
2	26
2	27
1	18
1	18
24	198
1	18
1	15
1	18
1	15
1	15
1	18
1	18
1	18
1	18
1	15
1	18
1	15
1	18
1	15
1	15
1	18
1	15
1	18
2	23
1	18
1	18
1	18
14	122
27	215
201	1614
1	18
1	18
1	15
1	18
13	110
1	18
1	18
1	18
1	15
2	26
1	18
1	15
1	18
1	15
24	203
1	15
6	39
1	18
1	15
1	18
1	18
1	18
1	18
1	18
27	221
1	15
1	18
1	18
1	15
1	15
1	18
1	18
1	18
1	18
1	18
2	27
1	15
1	18
1	18
8	70
1	15
1	18
1	18
1	18
1	18
1	18
2	23
1	15
1	18
1	15
1	15
1	15
1	15
1	18
2	27
8	43
1	15
1	18
2	26
1	18
1	15
1	15
1	15
8	43
1	15
1	15
1	15
1	15
1	15
201	1614
1	15
2	23
1	18
1	18
1	15
1	18
1	15
